Index,Word,Syllables,Phonemes
30236,Min,1,3
30237,Mina,2,4
30238,Mina,2,4
30239,minaret,3,6
30240,minarets,3,7
30241,Minas,2,5
30242,mince,1,4
30243,minced,1,5
30244,mincemeat,2,7
30245,minces,2,6
30246,mincing,2,6
30247,mind,1,4
30248,minded,2,6
30249,minded,2,6
30250,mindedness,3,9
30251,minder,2,5
30252,mindful,2,7
30253,minding,2,6
30254,mindless,2,7
30255,mindlessly,3,9
30256,minds,1,5
30257,mindset,2,7
30258,mine,1,3
30259,mined,1,4
30260,minefield,2,7
30261,minefields,2,8
30262,miner,2,4
30263,mineral,3,6
30264,mineral,2,6
30265,mineralogy,5,9
30266,minerals,3,7
30267,minerals,2,7
30268,miners,2,5
30269,Minerva,3,6
30270,Minerva,3,6
30271,mines,1,4
30272,minesweeper,3,8
30273,minesweepers,3,9
30274,Minette,2,5
30275,Ming,1,3
30276,minge,1,4
30277,mingle,2,6
30278,mingled,2,7
30279,mingles,2,7
30280,mingling,3,8
30281,mingling,2,7
30282,mini,2,4
30283,miniature,3,7
30284,miniature,4,8
30285,miniatures,3,7
30286,miniatures,4,8
30287,miniaturization,7,13
30288,miniaturize,4,8
30289,miniaturized,4,9
30290,minibus,3,7
30291,minibuses,4,9
30292,minimal,3,7
30293,minimalist,4,10
30294,minimally,4,8
30295,minimize,3,7
30296,minimized,3,8
30297,minimizes,4,9
30298,minimizing,4,9
30299,minimum,3,7
30300,minimums,3,8
30301,mining,2,5
30302,Minion,2,6
30303,minions,2,7
30304,minis,2,5
30305,miniscule,3,9
30306,miniseries,4,9
30307,miniseries,4,9
30308,miniskirt,3,8
30309,miniskirts,3,9
30310,minister,3,7
30311,minister,3,7
30312,ministerial,5,11
30313,ministering,3,9
30314,ministers,3,8
30315,ministers,3,8
30316,ministership,4,10
30317,ministrations,4,12
30318,ministries,3,9
30319,Ministry,3,8
30320,Ministry,3,8
30321,minivan,3,7
30322,minivans,3,8
30323,mink,1,4
30324,minks,1,5
30325,Minneapolis,5,10
30326,Minnesota,4,8
30327,Minnie,2,4
30328,minnow,2,4
30329,minnows,2,5
30330,Minny,2,4
30331,Mino,2,4
30332,Minoan,3,6
30333,minor,2,4
30334,minored,2,5
30335,minoring,3,6
30336,minorities,4,9
30337,minorities,4,9
30338,minority,4,8
30339,minority,4,8
30340,minors,2,5
30341,Minot,2,5
30342,Minot,2,5
30343,Minoxidil,4,10
30344,Minster,2,6
30345,minstrel,2,8
30346,Minstrels,2,9
30347,mint,1,4
30348,mintage,2,6
30349,mintage,2,6
30350,minted,2,6
30351,minting,2,6
30352,mints,1,5
30353,minuet,3,8
30354,minus,2,5
30355,minuscule,3,9
30356,minuses,3,7
30357,minute,2,5
30358,minute,2,6
30359,minute,2,5
30360,minutely,3,7
30361,Minuteman,3,8
30362,Minutemen,3,8
30363,minutes,2,6
30364,minutia,4,7
30365,minutiae,4,7
30366,Mir,1,3
30367,Mirabelle,3,7
30368,Mirabile,3,7
30369,miracle,3,7
30370,miracles,3,8
30371,miraculous,4,9
30372,miraculously,5,11
30373,mirage,2,4
30374,mirages,3,6
30375,mire,2,3
30376,mire,1,3
30377,mired,1,4
30378,Miriam,3,6
30379,Miro,2,4
30380,Miro,2,4
30381,mirror,2,4
30382,mirrored,2,5
30383,mirroring,3,6
30384,mirrors,2,5
30385,mirth,1,3
30386,Mirza,2,4
30387,Mis,1,3
30388,misadventure,4,10
30389,misadventures,4,11
30390,misallocation,5,11
30391,misanthrope,3,9
30392,misapplication,5,12
30393,misapplied,3,8
30394,misapprehension,5,13
30395,misappropriated,6,14
30396,misappropriation,6,14
30397,misbegotten,4,10
30398,misbehave,3,8
30399,misbehave,3,8
30400,misbehaved,3,9
30401,misbehaved,3,9
30402,misbehaves,3,9
30403,misbehaves,3,9
30404,misbehaving,4,10
30405,misbehaving,4,10
30406,misbehavior,4,10
30407,misbehavior,4,10
30408,miscalculate,4,12
30409,miscalculated,5,14
30410,miscalculation,5,14
30411,miscalculations,5,15
30412,miscarriage,3,8
30413,miscarriages,4,10
30414,miscast,2,7
30415,miscellaneous,5,10
30416,Miscellany,4,8
30417,mischief,2,6
30418,mischievous,3,8
30419,miscible,3,7
30420,miscible,3,7
30421,miscommunication,6,15
30422,misconception,4,12
30423,misconceptions,4,13
30424,misconduct,3,10
30425,misconstrue,3,10
30426,misconstrued,3,11
30427,misconstrues,3,11
30428,misconstruing,4,12
30429,miscreant,3,9
30430,miscreants,3,10
30431,miscue,2,6
30432,miscues,2,7
30433,misdeed,2,6
30434,misdeeds,2,7
30435,misdemeanor,4,9
30436,misdemeanors,4,10
30437,misdiagnose,4,10
30438,misdiagnosed,4,11
30439,misdiagnoses,5,12
30440,misdiagnoses,5,12
30441,misdiagnosis,5,12
30442,misdirect,3,9
30443,misdirected,4,11
30444,miser,2,4
30445,miserable,4,8
30446,miserable,3,8
30447,miserably,4,8
30448,miserably,3,8
30449,miseries,3,6
30450,miserly,3,6
30451,misers,2,5
30452,misery,3,5
30453,misfire,3,6
30454,misfit,2,6
30455,misfits,2,7
30456,misfortune,3,9
30457,misfortunes,3,10
30458,misgiving,3,8
30459,misgivings,3,9
30460,misguide,2,6
30461,misguided,3,8
30462,mishandled,3,10
30463,mishandling,3,10
30464,mishap,2,6
30465,mishaps,2,7
30466,mishear,2,6
30467,misheard,2,6
30468,mishmash,2,6
30469,misidentification,7,15
30470,misidentification,7,16
30471,misidentified,5,11
30472,misidentified,5,12
30473,misidentify,5,10
30474,misidentify,5,11
30475,misinformation,5,12
30476,misinformed,3,10
30477,misinterpret,4,11
30478,misinterpretation,6,15
30479,misinterpreted,5,13
30480,misinterpreting,5,13
30481,misjudge,2,6
30482,misjudged,2,7
30483,misjudging,3,8
30484,misjudgment,3,10
30485,misjudgments,3,11
30486,mislabel,3,8
30487,mislabeled,3,9
30488,mislaid,2,6
30489,mislead,2,6
30490,misleading,3,8
30491,misled,2,6
30492,mismanage,3,8
30493,mismanaged,3,9
30494,mismanagement,4,12
30495,mismanaging,4,10
30496,mismatch,2,6
30497,mismatch,2,6
30498,mismatched,2,7
30499,mismatches,3,8
30500,misnomer,3,7
30501,misogynist,4,10
30502,misogynists,4,9
30503,misogynists,4,11
30504,misogyny,4,8
30505,misperception,4,11
30506,misplace,2,7
30507,misplaced,2,8
30508,misplaces,3,9
30509,misplacing,3,9
30510,misprint,2,8
30511,misprinted,3,10
30512,misprints,2,9
30513,misprision,3,9
30514,mispronounce,3,10
30515,mispronounced,3,11
30516,mispronounces,4,12
30517,mispronouncing,4,12
30518,misquote,2,7
30519,misquoted,3,9
30520,misquoting,3,9
30521,misread,2,6
30522,misread,2,6
30523,misreading,3,8
30524,misremember,4,10
30525,misremembered,4,11
30526,misrepresent,4,12
30527,misrepresentation,6,16
30528,misrepresentations,6,17
30529,misrepresented,5,13
30530,misrepresented,5,14
30531,misrepresenting,5,13
30532,misrepresenting,5,14
30533,misrepresents,4,12
30534,misrepresents,4,13
30535,misrule,2,6
30536,Miss,1,3
30537,missal,2,5
30538,missed,1,4
30539,misses,2,5
30540,misses,2,5
30541,misshapen,3,8
30542,misshapen,3,8
30543,missile,2,5
30544,missiles,2,6
30545,missing,2,5
30546,mission,2,5
30547,missionaries,4,9
30548,missionary,4,8
30549,missions,2,6
30550,Mississippi,4,8
30551,Missive,2,5
30552,Missouri,3,5
30553,Missouri,3,6
30554,Missourian,4,8
30555,Missourians,4,9
30556,misspeak,2,6
30557,misspeak,2,7
30558,misspell,2,6
30559,misspell,2,7
30560,misspelled,2,7
30561,misspelled,2,8
30562,misspells,2,7
30563,misspells,2,8
30564,misspent,2,7
30565,misspent,2,8
30566,misspoke,2,6
30567,misspoke,2,7
30568,misspoken,3,8
30569,misspoken,3,9
30570,misstep,2,7
30571,misstep,2,6
30572,missteps,2,8
30573,missteps,2,7
30574,missus,2,5
30575,Missy,2,4
30576,mist,1,4
30577,mistake,2,6
30578,mistaken,3,8
30579,mistakenly,4,10
30580,mistakes,2,7
30581,mistaking,3,8
30582,mister,2,5
30583,Misters,2,6
30584,mistletoe,3,7
30585,mistook,2,6
30586,mistral,2,7
30587,mistreat,2,7
30588,mistreated,3,9
30589,mistreating,3,9
30590,mistreatment,3,11
30591,mistreats,2,8
30592,mistress,2,7
30593,mistresses,3,9
30594,mistresses,3,9
30595,mistrial,3,8
30596,mistrial,3,8
30597,mistrust,2,8
30598,mistrusted,3,10
30599,mistrustful,3,10
30600,mistrustful,3,11
30601,mistrusting,3,10
30602,mists,1,5
30603,misty,2,5
30604,misunderstand,4,12
30605,misunderstanding,5,14
30606,misunderstandings,5,15
30607,misunderstood,4,11
30608,misuse,2,6
30609,misuse,2,6
30610,misused,2,7
30611,misuses,3,8
30612,misuses,3,8
30613,misusing,3,8
30614,mit,3,5
30615,mit,1,3
30616,Mitch,1,3
30617,mite,1,3
30618,Miter,2,4
30619,mites,1,4
30620,mitigate,3,7
30621,mitigated,4,9
30622,mitigates,3,8
30623,mitigating,4,9
30624,mitigation,4,9
30625,mitochondria,5,11
30626,mitral,2,6
30627,mitre,2,4
30628,mitre,2,5
30629,mitt,1,3
30630,Mitten,2,5
30631,mittens,2,6
30632,mitts,1,4
30633,mitzvah,2,6
30634,mix,1,4
30635,mixed,1,5
30636,mixer,2,5
30637,mixers,2,6
30638,mixes,2,6
30639,mixes,2,6
30640,mixing,2,6
30641,mixture,2,6
30642,mixtures,2,7
30643,mixup,2,6
30644,Mizar,2,5
30645,Mize,1,3
30646,Mmmm,0,2
30647,mnemonic,3,7
30648,mnemonic,3,7
30649,mnemonics,3,8
30650,mnemonics,3,8
30651,Mo,1,2
30652,moan,1,3
30653,moaned,1,4
30654,moaning,2,5
30655,moans,1,4
30656,moat,1,3
30657,moats,1,4
30658,mob,1,3
30659,mobbed,1,4
30660,Mobil,2,5
30661,mobile,2,5
30662,mobiles,2,6
30663,mobility,4,8
30664,mobility,4,8
30665,mobilization,5,11
30666,mobilization,5,11
30667,mobilize,3,7
30668,mobilized,3,8
30669,mobilizing,4,9
30670,mobs,1,4
30671,mobster,2,6
30672,mobsters,2,7
30673,Moca,2,4
30674,moccasin,3,7
30675,moccasins,3,8
30676,mocha,2,4
30677,mock,1,3
30678,mocked,1,4
30679,mockery,3,5
30680,mocking,2,5
30681,Mockingbird,3,8
30682,mocks,1,4
30683,Mod,1,3
30684,modalities,4,9
30685,modality,4,8
30686,mode,1,3
30687,model,2,5
30688,modeled,2,6
30689,modeling,3,7
30690,modeling,2,6
30691,models,2,6
30692,modem,2,5
30693,modems,2,6
30694,moderate,3,6
30695,moderate,3,6
30696,moderated,4,8
30697,moderately,4,8
30698,moderates,3,7
30699,moderates,3,7
30700,moderating,4,8
30701,moderation,4,8
30702,moderator,4,7
30703,modern,2,5
30704,Moderne,2,6
30705,modernism,4,9
30706,modernists,3,7
30707,modernists,3,8
30708,modernists,3,9
30709,modernity,4,8
30710,modernization,5,11
30711,modernization,5,10
30712,modernize,3,7
30713,modernizes,4,9
30714,moderns,2,6
30715,modes,1,4
30716,modest,2,6
30717,modestly,3,8
30718,modesty,3,7
30719,modicum,3,7
30720,modification,5,11
30721,modifications,5,12
30722,modified,3,7
30723,modifies,3,7
30724,modify,3,6
30725,modifying,4,8
30726,modular,3,6
30727,modulate,3,7
30728,modulate,3,8
30729,modulated,4,9
30730,modulated,4,10
30731,modulation,4,9
30732,modulator,4,8
30733,module,2,5
30734,modules,2,6
30735,modus,2,5
30736,Moe,1,2
30737,moet,2,4
30738,mogul,2,5
30739,moguls,2,6
30740,mohair,2,5
30741,Mohammed,3,7
30742,Mohawk,2,5
30743,mohawks,2,6
30744,mohel,2,4
30745,Mohican,3,7
30746,Mohr,1,3
30747,moi,1,3
30748,Moira,2,4
30749,Moise,1,3
30750,moist,1,4
30751,moisten,2,5
30752,moistened,2,6
30753,moisture,2,5
30754,moisturizer,4,8
30755,mojo,2,4
30756,Moke,1,3
30757,Mol,1,3
30758,Mola,2,4
30759,molasses,3,7
30760,mold,1,4
30761,molded,2,6
30762,molded,2,6
30763,molder,2,5
30764,molding,2,6
30765,moldings,2,7
30766,molds,1,5
30767,moldy,2,5
30768,mole,1,3
30769,molecular,4,9
30770,molecule,3,8
30771,molecules,3,9
30772,molehill,2,6
30773,moles,1,4
30774,molest,2,6
30775,molestation,4,10
30776,molested,3,8
30777,molester,3,7
30778,molesters,3,8
30779,molesting,3,8
30780,molests,2,5
30781,molests,2,6
30782,molests,2,7
30783,Moliere,2,6
30784,Moline,2,5
30785,Moll,1,3
30786,Molle,1,3
30787,Mollie,2,4
30788,mollified,3,7
30789,mollify,3,6
30790,mollusk,2,6
30791,mollusks,2,7
30792,Molly,2,4
30793,Molt,1,4
30794,molten,2,6
30795,molting,2,6
30796,moly,2,4
30797,molybdenum,4,10
30798,Mom,1,3
30799,moment,2,6
30800,momentarily,5,11
30801,momentary,4,9
30802,momentous,3,8
30803,moments,2,7
30804,momentum,3,8
30805,Momma,2,4
30806,mommies,2,5
30807,Mommy,2,4
30808,moms,1,4
30809,mon,1,3
30810,mon,1,3
30811,Mona,2,4
30812,Monaco,3,6
30813,monarch,2,6
30814,monarchies,3,8
30815,monarchist,3,9
30816,monarchists,3,8
30817,monarchists,3,9
30818,monarchists,3,10
30819,monarchs,2,7
30820,monarchy,3,7
30821,monasteries,4,10
30822,monastery,4,9
30823,monastic,3,8
30824,monasticism,5,12
30825,Monday,2,5
30826,Monday,2,5
30827,Mondays,2,6
30828,Mondays,2,6
30829,Monde,1,4
30830,Mondo,2,5
30831,mone,1,3
30832,monetarily,5,9
30833,monetary,4,8
30834,money,2,4
30835,moneyed,2,5
30836,moneymaker,4,8
30837,moneymakers,4,9
30838,moneymaking,4,9
30839,moneys,2,5
30840,Mong,1,3
30841,monger,2,5
30842,mongering,3,7
30843,mongers,2,6
30844,Mongol,2,6
30845,Mongolia,4,8
30846,Mongolia,3,8
30847,Mongolian,4,9
30848,Mongolian,3,9
30849,Mongoloid,3,8
30850,Mongols,2,7
30851,mongoose,2,6
30852,Monica,3,6
30853,monies,2,5
30854,moniker,3,6
30855,monikers,3,7
30856,monitor,3,6
30857,monitored,3,7
30858,monitoring,4,8
30859,monitors,3,7
30860,monk,1,4
30861,monkey,2,5
30862,monkeying,3,7
30863,monkeys,2,6
30864,monks,1,5
30865,Monmouth,2,6
30866,mono,2,4
30867,monochromatic,5,12
30868,monochrome,3,8
30869,monocle,3,7
30870,Monoclonal,4,10
30871,monogamous,4,9
30872,monogamy,4,8
30873,monogram,3,8
30874,monogrammed,3,9
30875,monograph,3,8
30876,monolith,3,7
30877,monolithic,4,9
30878,monoliths,3,8
30879,monologue,3,7
30880,Monologues,3,8
30881,monomers,3,7
30882,monoplane,3,8
30883,monoplanes,3,9
30884,monopolies,4,9
30885,monopolist,4,10
30886,monopolistic,5,12
30887,monopolize,4,9
30888,monopolized,4,10
30889,monopolizes,5,11
30890,monopolizing,5,11
30891,Monopoly,4,8
30892,monorail,3,6
30893,monotheism,5,10
30894,monotone,3,7
30895,monotonous,4,9
30896,monotony,4,8
30897,monoxide,3,8
30898,Monroe,2,5
30899,Monsieur,2,5
30900,monsieurs,2,6
30901,Monsignor,3,8
30902,monsoon,2,6
30903,monsoons,2,7
30904,monster,2,6
30905,monsters,2,7
30906,monstrosity,4,11
30907,monstrous,2,8
30908,Mont,1,4
30909,montage,2,6
30910,montagne,2,7
30911,Montague,3,8
30912,Montana,3,7
30913,Monte,2,5
30914,Monterey,3,5
30915,Monterey,3,6
30916,Montero,3,7
30917,Montes,2,6
30918,Montessori,4,9
30919,Montevideo,5,10
30920,Montevideo,5,10
30921,Montezuma,4,9
30922,Montgomery,3,9
30923,month,1,4
30924,monthlong,2,7
30925,monthly,2,6
30926,months,1,5
30927,Montpelier,4,9
30928,Montreal,3,8
30929,monument,3,9
30930,monument,3,9
30931,monumental,4,10
30932,monumental,4,11
30933,monumental,4,11
30934,monumentally,5,11
30935,monumentally,5,12
30936,monumentally,5,11
30937,monumentally,5,12
30938,monuments,3,10
30939,monuments,3,10
30940,Mony,2,4
30941,Moo,1,2
30942,mood,1,3
30943,moods,1,4
30944,moody,2,4
30945,moon,1,3
30946,moonbeam,2,6
30947,moonbeams,2,7
30948,Moonie,2,4
30949,moonlight,2,6
30950,moonlighting,3,8
30951,moonlit,2,6
30952,moons,1,4
30953,moonshine,2,6
30954,Moonstone,2,7
30955,moonstones,2,8
30956,moonstruck,2,8
30957,moor,1,3
30958,Moore,1,3
30959,Moore,1,3
30960,moored,1,4
30961,mooring,2,5
30962,moorings,2,6
30963,moorings,2,6
30964,Moorish,2,5
30965,moorland,2,7
30966,Moorman,2,6
30967,moors,1,4
30968,moos,1,3
30969,moose,1,3
30970,moot,1,3
30971,mop,1,3
30972,mope,1,3
30973,moped,2,5
30974,moped,1,4
30975,Mopeds,2,6
30976,moping,2,5
30977,mopped,1,4
30978,mopping,2,5
30979,mops,1,4
30980,mor,1,3
30981,Mora,2,4
30982,moraine,2,4
30983,moral,2,5
30984,morale,2,4
30985,Morales,3,7
30986,Morales,2,5
30987,moralist,3,8
30988,moralistic,4,10
30989,moralists,3,7
30990,moralists,3,8
30991,moralists,3,9
30992,morality,4,7
30993,moralize,3,7
30994,moralizing,4,9
30995,morally,3,6
30996,morals,2,6
30997,morass,2,5
30998,morass,2,4
30999,moratorium,5,10
31000,Moray,2,4
31001,Moray,2,3
31002,morbid,2,6
31003,morbidity,4,9
31004,morbidly,3,8
31005,Mordecai,3,7
31006,more,1,3
31007,morel,2,4
31008,Morella,3,6
31009,Morello,3,5
31010,Morena,3,6
31011,Moreover,3,6
31012,mores,2,5
31013,mores,2,5
31014,Morgan,2,6
31015,Morgen,2,6
31016,Morgenstern,3,10
31017,morgue,1,4
31018,morgues,1,5
31019,moribund,3,8
31020,Morin,2,5
31021,Mormon,2,6
31022,Mormonism,4,10
31023,Mormonism,3,9
31024,Mormons,2,7
31025,morn,1,4
31026,morning,2,6
31027,mornings,2,7
31028,Morningstar,3,10
31029,Moro,2,4
31030,Moroccan,3,6
31031,Moroccans,3,7
31032,Morocco,3,5
31033,moron,2,5
31034,morose,2,4
31035,Morph,1,4
31036,morphed,1,5
31037,Morphin,2,6
31038,morphine,2,6
31039,morphing,2,6
31040,morphological,5,12
31041,morphology,4,9
31042,morphs,1,5
31043,Morris,2,5
31044,Morris,2,5
31045,Morrow,2,4
31046,Morrow,2,4
31047,Morse,1,4
31048,morsel,2,6
31049,morsels,2,7
31050,Mort,1,4
31051,mortal,2,6
31052,mortality,4,9
31053,mortally,3,7
31054,mortals,2,7
31055,mortar,2,5
31056,mortars,2,6
31057,mortem,2,6
31058,mortgage,2,6
31059,mortgage,2,6
31060,mortgaged,2,7
31061,mortgages,3,8
31062,mortgages,3,8
31063,mortgaging,3,8
31064,mortician,3,8
31065,Mortier,3,6
31066,mortified,3,8
31067,Mortify,3,7
31068,mortis,2,6
31069,mortuary,4,8
31070,Mos,1,3
31071,mosaic,3,6
31072,mosaics,3,7
31073,Moscow,2,5
31074,Moscow,2,5
31075,Mosel,2,5
31076,Moselle,2,5
31077,Moses,2,5
31078,Moses,2,5
31079,mosey,2,4
31080,mosh,1,3
31081,Moslem,2,6
31082,Moslems,2,7
31083,mosque,1,4
31084,mosque,1,4
31085,mosques,1,5
31086,mosques,1,5
31087,mosquito,3,7
31088,mosquitoes,3,8
31089,mosquitos,3,8
31090,Moss,1,3
31091,most,1,3
31092,most,1,4
31093,mostly,2,5
31094,mostly,2,6
31095,mota,2,4
31096,mote,1,3
31097,motel,2,5
31098,motels,2,6
31099,Motes,1,4
31100,moth,1,3
31101,mothball,2,6
31102,mothballed,2,7
31103,mothballing,3,8
31104,mothballs,2,7
31105,mother,2,4
31106,motherfucker,4,8
31107,motherfuckers,4,9
31108,motherhood,3,7
31109,mothering,3,6
31110,motherland,3,8
31111,motherless,3,7
31112,motherly,3,6
31113,mothers,2,5
31114,moths,1,4
31115,motif,2,5
31116,motifs,2,6
31117,motile,2,5
31118,motility,4,8
31119,motion,2,5
31120,motioned,2,6
31121,motioning,3,7
31122,motionless,3,8
31123,motions,2,6
31124,motivate,3,7
31125,motivated,4,9
31126,motivates,3,8
31127,motivating,4,9
31128,motivation,4,9
31129,motivational,5,11
31130,motivations,4,10
31131,motivator,4,8
31132,motive,2,5
31133,motives,2,6
31134,motley,2,5
31135,motor,2,4
31136,motorbike,3,7
31137,motorbikes,3,8
31138,motorboat,3,7
31139,motorcade,3,7
31140,motorcades,3,8
31141,motorcar,3,7
31142,motorcars,3,8
31143,motorcycle,4,9
31144,motorcycles,4,10
31145,motorcyclist,5,12
31146,motorcyclist,4,11
31147,motorcyclists,5,11
31148,motorcyclists,5,12
31149,motorcyclists,5,13
31150,motorcyclists,4,10
31151,motoring,3,6
31152,motorist,3,7
31153,motorists,3,8
31154,motorists,3,6
31155,motorists,3,7
31156,motorists,3,8
31157,motorized,3,7
31158,Motors,2,5
31159,mots,1,4
31160,Mott,1,3
31161,motte,1,3
31162,Mottled,2,6
31163,motto,2,4
31164,mould,1,4
31165,Moulding,2,6
31166,moulds,1,5
31167,mouldy,2,5
31168,Moulin,2,5
31169,mound,1,4
31170,mounds,1,5
31171,Mount,1,4
31172,mountain,2,6
31173,Mountaineer,3,8
31174,mountaineering,4,10
31175,mountaineers,3,9
31176,mountainous,3,8
31177,mountains,2,7
31178,mountainside,3,9
31179,mountaintop,3,9
31180,mountaintops,3,10
31181,mounted,2,5
31182,mounted,2,6
31183,mounted,2,6
31184,Mounties,2,5
31185,Mounties,2,6
31186,mounting,2,6
31187,mounts,1,5
31188,mourn,1,4
31189,mourned,1,5
31190,mourner,2,5
31191,mourners,2,6
31192,mournful,2,7
31193,mourning,2,6
31194,mourns,1,5
31195,mouse,1,3
31196,mouser,2,4
31197,mousetrap,2,7
31198,mousse,1,3
31199,moustache,2,6
31200,mousy,2,4
31201,mouth,1,3
31202,mouthed,1,4
31203,mouthful,2,6
31204,mouthing,2,5
31205,mouthpiece,2,6
31206,mouths,1,4
31207,mouthwash,2,6
31208,mouthy,2,4
31209,Mouton,2,5
31210,movable,3,7
31211,move,1,3
31212,moved,1,4
31213,movement,2,7
31214,movements,2,8
31215,mover,2,4
31216,movers,2,5
31217,moves,1,4
31218,movie,2,4
31219,moviegoer,4,7
31220,moviegoers,4,8
31221,moviegoing,4,8
31222,moviemaker,4,8
31223,moviemakers,4,9
31224,movies,2,5
31225,moving,2,5
31226,movingly,3,7
31227,mow,1,2
31228,mowed,1,3
31229,mower,2,3
31230,mowers,2,4
31231,mowing,2,4
31232,mows,1,3
31233,moxie,2,5
31234,Moy,1,2
31235,Moya,2,3
31236,Mozambique,3,8
31237,Mozambique,3,8
31238,Mozart,2,7
31239,Mozart,2,6
31240,mpg,3,6
31241,mpg,4,11
31242,mph,3,6
31243,mph,4,8
31244,Mr,2,5
31245,Mrs,2,5
31246,Ms,1,3
31247,Mt,2,4
31248,Mt,1,4
31249,Mu,1,2
31250,much,1,3
31251,muck,1,3
31252,mucking,2,5
31253,Muckle,2,5
31254,muckrake,2,6
31255,muckraker,3,7
31256,muckraking,3,8
